date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winner
2016-06-12,Ecuador,Haiti,4,0,Copa AmÃ©rica,East Rutherford,United States,True,Ecuador
2016-06-12,Germany,Ukraine,2,0,UEFA Euro,Villeneuve-d'Ascq,France,True,Germany
2016-06-12,Poland,Northern Ireland,1,0,UEFA Euro,Nice,France,True,Poland
2016-06-12,Turkey,Croatia,0,1,UEFA Euro,Paris,France,True,Croatia
2016-06-13,Belgium,Italy,0,2,UEFA Euro,Lyon,France,True,Italy
2016-06-13,Republic of Ireland,Sweden,1,1,UEFA Euro,Saint-Denis,France,True,TIE
2016-06-13,Mexico,Venezuela,1,1,Copa AmÃ©rica,Houston,United States,True,TIE
2016-06-13,Spain,Czech Republic,1,0,UEFA Euro,Toulouse,France,True,Spain
2016-06-13,Uruguay,Jamaica,3,0,Copa AmÃ©rica,Santa Clara,United States,True,Uruguay
2016-06-14,Argentina,Bolivia,3,0,Copa AmÃ©rica,Seattle,United States,True,Argentina
2016-06-14,Austria,Hungary,0,2,UEFA Euro,Bordeaux,France,True,Hungary
2016-06-14,Chile,Panama,4,2,Copa AmÃ©rica,Philadelphia,United States,True,Chile
2016-06-14,Portugal,Iceland,1,1,UEFA Euro,Saint-Ãtienne,France,True,TIE
2016-06-15,France,Albania,2,0,UEFA Euro,Marseille,France,False,France
2016-06-15,Romania,Switzerland,1,1,UEFA Euro,Paris,France,True,TIE
2016-06-15,Russia,Slovakia,1,2,UEFA Euro,Villeneuve-d'Ascq,France,True,Slovakia
2016-06-16,England,Wales,2,1,UEFA Euro,Lens,France,True,England
2016-06-16,Germany,Poland,0,0,UEFA Euro,Saint-Denis,France,True,TIE
2016-06-16,Ukraine,Northern Ireland,0,2,UEFA Euro,Lyon,France,True,Northern Ireland
2016-06-16,United States,Ecuador,2,1,Copa AmÃ©rica,Seattle,United States,False,United States
2016-06-17,Czech Republic,Croatia,2,2,UEFA Euro,Saint-Ãtienne,France,True,TIE
2016-06-17,Italy,Sweden,1,0,UEFA Euro,Toulouse,France,True,Italy
2016-06-17,Peru,Colombia,0,0,Copa AmÃ©rica,East Rutherford,United States,True,Colombia
2016-06-17,Spain,Turkey,3,0,UEFA Euro,Nice,France,True,Spain
2016-06-18,Argentina,Venezuela,4,1,Copa AmÃ©rica,Foxborough,United States,True,Argentina
2016-06-18,Belgium,Republic of Ireland,3,0,UEFA Euro,Bordeaux,France,True,Belgium
2016-06-18,Iceland,Hungary,1,1,UEFA Euro,Marseille,France,True,TIE
2016-06-18,Mexico,Chile,0,7,Copa AmÃ©rica,Santa Clara,United States,True,Chile
2016-06-18,Portugal,Austria,0,0,UEFA Euro,Lyon,France,True,TIE
2016-06-19,France,Switzerland,0,0,UEFA Euro,Villeneuve-d'Ascq,France,False,TIE
2016-06-19,Romania,Albania,0,1,UEFA Euro,Lyon,France,True,Albania
2016-06-20,Russia,Wales,0,3,UEFA Euro,Toulouse,France,True,Wales
2016-06-20,Slovakia,England,0,0,UEFA Euro,Saint-Ãtienne,France,True,TIE
2016-06-21,Croatia,Spain,2,1,UEFA Euro,Bordeaux,France,True,Croatia
2016-06-21,Northern Ireland,Germany,0,1,UEFA Euro,Paris,France,True,Germany
2016-06-21,Ukraine,Poland,0,1,UEFA Euro,Marseille,France,True,Poland
2016-06-21,United States,Argentina,0,4,Copa AmÃ©rica,Houston,United States,False,Argentina
2016-06-22,Colombia,Chile,0,2,Copa AmÃ©rica,Chicago,United States,True,Chile
2016-06-22,Hungary,Portugal,3,3,UEFA Euro,Lyon,France,True,TIE
2016-06-22,Iceland,Austria,2,1,UEFA Euro,Saint-Denis,France,True,Iceland
2016-06-22,Italy,Republic of Ireland,0,1,UEFA Euro,Villeneuve-d'Ascq,France,True,Republic of Ireland
2016-06-22,Sweden,Belgium,0,1,UEFA Euro,Nice,France,True,Belgium
2016-06-25,Croatia,Portugal,0,1,UEFA Euro,Lens,France,True,Portugal
2016-06-25,Switzerland,Poland,1,1,UEFA Euro,Saint-Ãtienne,France,True,Poland
2016-06-25,United States,Colombia,0,1,Copa AmÃ©rica,Glendale,United States,False,Colombia
2016-06-25,Wales,Northern Ireland,1,0,UEFA Euro,Paris,France,True,Wales
2016-06-26,Argentina,Chile,0,0,Copa AmÃ©rica,East Rutherford,United States,True,Chile
2016-06-26,France,Republic of Ireland,2,1,UEFA Euro,Lyon,France,False,France
2016-06-26,Germany,Slovakia,3,0,UEFA Euro,Villeneuve-d'Ascq,France,True,Germany
2016-06-26,Hungary,Belgium,0,4,UEFA Euro,Toulouse,France,True,Belgium
2016-06-27,England,Iceland,1,2,UEFA Euro,Nice,France,True,Iceland
2016-06-27,Italy,Spain,2,0,UEFA Euro,Saint-Denis,France,True,Italy
2016-06-30,Poland,Portugal,1,1,UEFA Euro,Marseille,France,True,Portugal
2016-07-01,Wales,Belgium,3,1,UEFA Euro,Villeneuve-d'Ascq,France,True,Wales
2016-07-02,Germany,Italy,1,1,UEFA Euro,Bordeaux,France,True,Germany
2016-07-03,France,Iceland,5,2,UEFA Euro,Saint-Denis,France,False,France
2016-07-06,Portugal,Wales,2,0,UEFA Euro,Lyon,France,True,Portugal
2016-07-07,France,Germany,2,0,UEFA Euro,Marseille,France,False,France
2016-07-10,France,Portugal,0,1,UEFA Euro,Saint-Denis,France,False,Portugal
2016-08-30,Egypt,Guinea,1,1,Friendly,Alexandria,Egypt,False,TIE
2016-08-31,Albania,Morocco,0,0,Friendly,ShkodÃ«r,Albania,False,TIE
2016-08-31,Denmark,Liechtenstein,5,0,Friendly,Horsens,Denmark,False,Denmark
2016-08-31,Germany,Finland,2,0,Friendly,MÃ¶nchengladbach,Germany,False,Germany
2016-08-31,Norway,Belarus,0,1,Friendly,Oslo,Norway,False,Belarus
2016-08-31,Turkey,Russia,0,0,Friendly,Antalya,Turkey,False,TIE
2016-09-01,Argentina,Uruguay,1,0,FIFA World Cup qualification,Mendoza,Argentina,False,Argentina
2016-09-01,Australia,Iraq,2,0,FIFA World Cup qualification,Perth,Australia,False,Australia
2016-09-01,Belgium,Spain,0,2,Friendly,Brussels,Belgium,False,Spain
2016-09-01,Bolivia,Peru,0,3,FIFA World Cup qualification,La Paz,Bolivia,False,Peru
2016-09-01,Colombia,Venezuela,2,0,FIFA World Cup qualification,Barranquilla,Colombia,False,Colombia
2016-09-01,Ecuador,Brazil,0,3,FIFA World Cup qualification,Quito,Ecuador,False,Brazil
2016-09-01,Italy,France,1,3,Friendly,Bari,Italy,False,France
2016-09-01,Japan,United Arab Emirates,1,2,FIFA World Cup qualification,Saitama,Japan,False,United Arab Emirates
2016-09-01,Netherlands,Greece,1,2,Friendly,Eindhoven,Netherlands,False,Greece
2016-09-01,Paraguay,Chile,2,1,FIFA World Cup qualification,AsunciÃ³n,Paraguay,False,Paraguay
2016-09-01,Portugal,Gibraltar,5,0,Friendly,Porto,Portugal,False,Portugal
2016-09-02,El Salvador,Mexico,1,3,FIFA World Cup qualification,San Salvador,El Salvador,False,Mexico
2016-09-02,Haiti,Costa Rica,0,1,FIFA World Cup qualification,Port-au-Prince,Haiti,False,Costa Rica
2016-09-02,Honduras,Canada,2,1,FIFA World Cup qualification,San Pedro Sula,Honduras,False,Honduras
2016-09-02,Panama,Jamaica,2,0,FIFA World Cup qualification,Panama City,Panama,False,Panama
2016-09-03,Cameroon,Gambia,2,0,African Cup of Nations qualification,LimbÃ©,Cameroon,False,Cameroon
2016-09-03,Nigeria,Tanzania,1,0,African Cup of Nations qualification,Uyo,Nigeria,False,Nigeria
2016-09-03,Senegal,Namibia,2,0,African Cup of Nations qualification,Dakar,Senegal,False,Senegal
2016-09-04,Algeria,Lesotho,6,0,African Cup of Nations qualification,Blida,Algeria,False,Algeria
2016-09-04,Denmark,Armenia,1,0,FIFA World Cup qualification,Copenhagen,Denmark,False,Denmark
2016-09-04,Kazakhstan,Poland,2,2,FIFA World Cup qualification,Astana,Kazakhstan,False,TIE
2016-09-04,Malta,Scotland,1,5,FIFA World Cup qualification,Attard,Malta,False,Scotland
2016-09-04,Norway,Germany,0,3,FIFA World Cup qualification,Oslo,Norway,False,Germany
2016-09-04,Romania,Montenegro,1,1,FIFA World Cup qualification,Cluj,Romania,False,TIE
2016-09-04,Slovakia,England,0,1,FIFA World Cup qualification,Trnava,Slovakia,False,England
2016-09-04,Tunisia,Liberia,4,1,African Cup of Nations qualification,Monastir,Tunisia,False,Tunisia
2016-09-05,Croatia,Turkey,1,1,FIFA World Cup qualification,Zagreb,Croatia,False,TIE
2016-09-05,Georgia,Austria,1,2,FIFA World Cup qualification,Tbilisi,Georgia,False,Austria
2016-09-05,Israel,Italy,1,3,FIFA World Cup qualification,Haifa,Israel,False,Italy
2016-09-05,Serbia,Republic of Ireland,2,2,FIFA World Cup qualification,Belgrade,Serbia,False,TIE
2016-09-05,Spain,Liechtenstein,8,0,FIFA World Cup qualification,LeÃ³n,Spain,False,Spain
2016-09-05,Ukraine,Iceland,1,1,FIFA World Cup qualification,Kyiv,Ukraine,False,TIE
2016-09-05,Wales,Moldova,4,0,FIFA World Cup qualification,Cardiff,Wales,False,Wales
2016-09-06,Belarus,France,0,0,FIFA World Cup qualification,Barysaw,Belarus,False,TIE
2016-09-06,Brazil,Colombia,2,1,FIFA World Cup qualification,Manaus,Brazil,False,Brazil
2016-09-06,Cameroon,Gabon,2,1,Friendly,LimbÃ©,Cameroon,False,Cameroon
2016-09-06,Canada,El Salvador,3,1,FIFA World Cup qualification,Vancouver,Canada,False,Canada
2016-09-06,Chile,Bolivia,3,0,FIFA World Cup qualification,Santiago,Chile,False,Chile
2016-09-06,Costa Rica,Panama,3,1,FIFA World Cup qualification,San JosÃ©,Costa Rica,False,Costa Rica
2016-09-06,Cyprus,Belgium,0,3,FIFA World Cup qualification,Nicosia,Cyprus,False,Belgium
2016-09-06,Faroe Islands,Hungary,0,0,FIFA World Cup qualification,TÃ³rshavn,Faroe Islands,False,TIE
2016-09-06,Mexico,Honduras,0,0,FIFA World Cup qualification,Mexico City,Mexico,False,TIE
2016-09-06,Peru,Ecuador,2,1,FIFA World Cup qualification,Lima,Peru,False,Peru
2016-09-06,Russia,Ghana,1,0,Friendly,Moscow,Russia,False,Russia
2016-09-06,South Africa,Egypt,1,0,Friendly,Johannesburg,South Africa,False,South Africa
2016-09-06,Sweden,Netherlands,1,1,FIFA World Cup qualification,Solna,Sweden,False,TIE
2016-09-06,Switzerland,Portugal,2,0,FIFA World Cup qualification,Basel,Switzerland,False,Switzerland
2016-09-06,Thailand,Japan,0,2,FIFA World Cup qualification,Bangkok,Thailand,False,Japan
2016-09-06,United Arab Emirates,Australia,0,1,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,False,Australia
2016-09-06,Uruguay,Paraguay,4,0,FIFA World Cup qualification,Montevideo,Uruguay,False,Uruguay
2016-09-06,Venezuela,Argentina,2,2,FIFA World Cup qualification,MÃ©rida,Venezuela,False,TIE
2016-09-29,Qatar,Serbia,3,0,Friendly,Doha,Qatar,False,Qatar
2016-10-06,Austria,Wales,2,2,FIFA World Cup qualification,Vienna,Austria,False,TIE
2016-10-06,Brazil,Bolivia,5,0,FIFA World Cup qualification,Natal,Brazil,False,Brazil
2016-10-06,Ecuador,Chile,3,0,FIFA World Cup qualification,Quito,Ecuador,False,Ecuador
2016-10-06,Italy,Spain,1,1,FIFA World Cup qualification,Turin,Italy,False,TIE
2016-10-06,Japan,Iraq,2,1,FIFA World Cup qualification,Saitama,Japan,False,Japan
2016-10-06,Kosovo,Croatia,0,6,FIFA World Cup qualification,ShkodÃ«r,Albania,True,Croatia
2016-10-06,Mauritania,Canada,0,4,Friendly,Marrakech,Morocco,True,Canada
2016-10-06,Moldova,Serbia,0,3,FIFA World Cup qualification,ChiÈinÄu,Moldova,False,Serbia
2016-10-06,Paraguay,Colombia,0,1,FIFA World Cup qualification,AsunciÃ³n,Paraguay,False,Colombia
2016-10-06,Peru,Argentina,2,2,FIFA World Cup qualification,Lima,Peru,False,TIE
2016-10-06,Saudi Arabia,Australia,2,2,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,TIE
2016-10-06,Turkey,Ukraine,2,2,FIFA World Cup qualification,Konya,Turkey,False,TIE
2016-10-06,Uruguay,Venezuela,3,0,FIFA World Cup qualification,Montevideo,Uruguay,False,Uruguay
2016-10-07,Belgium,Bosnia and Herzegovina,4,0,FIFA World Cup qualification,Brussels,Belgium,False,Belgium
2016-10-07,France,Bulgaria,4,1,FIFA World Cup qualification,Saint-Denis,France,False,France
2016-10-07,Hungary,Switzerland,2,3,FIFA World Cup qualification,Budapest,Hungary,False,Switzerland
2016-10-07,Luxembourg,Sweden,0,1,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Sweden
2016-10-07,Netherlands,Belarus,4,1,FIFA World Cup qualification,Rotterdam,Netherlands,False,Netherlands
2016-10-07,Portugal,Andorra,6,0,FIFA World Cup qualification,Aveiro,Portugal,False,Portugal
2016-10-08,Armenia,Romania,0,5,FIFA World Cup qualification,Yerevan,Armenia,False,Romania
2016-10-08,Azerbaijan,Norway,1,0,FIFA World Cup qualification,Baku,Azerbaijan,False,Azerbaijan
2016-10-08,England,Malta,2,0,FIFA World Cup qualification,London,England,False,England
2016-10-08,Gabon,Morocco,0,0,FIFA World Cup qualification,Franceville,Gabon,False,TIE
2016-10-08,Germany,Czech Republic,3,0,FIFA World Cup qualification,Hamburg,Germany,False,Germany
2016-10-08,Ivory Coast,Mali,3,1,FIFA World Cup qualification,BouakÃ©,Ivory Coast,False,Ivory Coast
2016-10-08,Mexico,New Zealand,2,1,Friendly,Nashville,United States,True,Mexico
2016-10-08,Poland,Denmark,3,2,FIFA World Cup qualification,Warsaw,Poland,False,Poland
2016-10-08,Scotland,Lithuania,1,1,FIFA World Cup qualification,Glasgow,Scotland,False,TIE
2016-10-08,Senegal,Cape Verde,2,0,FIFA World Cup qualification,Dakar,Senegal,False,Senegal
2016-10-08,Slovenia,Slovakia,1,0,FIFA World Cup qualification,Ljubljana,Slovenia,False,Slovenia
2016-10-09,Albania,Spain,0,2,FIFA World Cup qualification,ShkodÃ«r,Albania,False,Spain
2016-10-09,Algeria,Cameroon,1,1,FIFA World Cup qualification,Blida,Algeria,False,TIE
2016-10-09,Congo,Egypt,1,2,FIFA World Cup qualification,Brazzaville,Congo,False,Egypt
2016-10-09,Finland,Croatia,0,1,FIFA World Cup qualification,Tampere,Finland,False,Croatia
2016-10-09,North Macedonia,Italy,2,3,FIFA World Cup qualification,Skopje,North Macedonia,False,Italy
2016-10-09,Russia,Costa Rica,3,4,Friendly,Krasnodar,Russia,False,Costa Rica
2016-10-09,Serbia,Austria,3,2,FIFA World Cup qualification,Belgrade,Serbia,False,Serbia
2016-10-09,Tunisia,Guinea,2,0,FIFA World Cup qualification,Monastir,Tunisia,False,Tunisia
2016-10-09,Ukraine,Kosovo,3,0,FIFA World Cup qualification,KrakÃ³w,Poland,True,Ukraine
2016-10-09,Wales,Georgia,1,1,FIFA World Cup qualification,Cardiff,Wales,False,TIE
2016-10-09,Zambia,Nigeria,1,2,FIFA World Cup qualification,Ndola,Zambia,False,Nigeria
2016-10-10,Andorra,Switzerland,1,2,FIFA World Cup qualification,Sant JuliÃ  de LÃ²ria,Andorra,False,Switzerland
2016-10-10,Faroe Islands,Portugal,0,6,FIFA World Cup qualification,TÃ³rshavn,Faroe Islands,False,Portugal
2016-10-10,Gibraltar,Belgium,0,6,FIFA World Cup qualification,Faro,Portugal,True,Belgium
2016-10-10,Latvia,Hungary,0,2,FIFA World Cup qualification,Riga,Latvia,False,Hungary
2016-10-10,Netherlands,France,0,1,FIFA World Cup qualification,Amsterdam,Netherlands,False,France
2016-10-10,Sweden,Bulgaria,3,0,FIFA World Cup qualification,Solna,Sweden,False,Sweden
2016-10-11,Argentina,Paraguay,0,1,FIFA World Cup qualification,CÃ³rdoba,Argentina,False,Paraguay
2016-10-11,Australia,Japan,1,1,FIFA World Cup qualification,Melbourne,Australia,False,TIE
2016-10-11,Bolivia,Ecuador,2,2,FIFA World Cup qualification,La Paz,Bolivia,False,TIE
2016-10-11,Chile,Peru,2,1,FIFA World Cup qualification,Santiago,Chile,False,Chile
2016-10-11,Colombia,Uruguay,2,2,FIFA World Cup qualification,Barranquilla,Colombia,False,TIE
2016-10-11,Denmark,Montenegro,0,1,FIFA World Cup qualification,Copenhagen,Denmark,False,Montenegro
2016-10-11,Germany,Northern Ireland,2,0,FIFA World Cup qualification,Hanover,Germany,False,Germany
2016-10-11,Kazakhstan,Romania,0,0,FIFA World Cup qualification,Astana,Kazakhstan,False,TIE
2016-10-11,Mexico,Panama,1,0,Friendly,Bridgeview,United States,True,Mexico
2016-10-11,Morocco,Canada,4,0,Friendly,Marrakech,Morocco,False,Morocco
2016-10-11,Norway,San Marino,4,1,FIFA World Cup qualification,Oslo,Norway,False,Norway
2016-10-11,Poland,Armenia,2,1,FIFA World Cup qualification,Warsaw,Poland,False,Poland
2016-10-11,Slovakia,Scotland,3,0,FIFA World Cup qualification,Trnava,Slovakia,False,Slovakia
2016-10-11,Slovenia,England,0,0,FIFA World Cup qualification,Ljubljana,Slovenia,False,TIE
2016-10-11,Venezuela,Brazil,0,2,FIFA World Cup qualification,MÃ©rida,Venezuela,False,Brazil
2016-11-09,Netherlands,Belgium,1,1,Friendly,Amsterdam,Netherlands,False,TIE
2016-11-10,Brazil,Argentina,3,0,FIFA World Cup qualification,Belo Horizonte,Brazil,False,Brazil
2016-11-10,Colombia,Chile,0,0,FIFA World Cup qualification,Barranquilla,Colombia,False,TIE
2016-11-10,Paraguay,Peru,1,4,FIFA World Cup qualification,AsunciÃ³n,Paraguay,False,Peru
2016-11-10,Qatar,Russia,2,1,Friendly,Doha,Qatar,False,Qatar
2016-11-10,Uruguay,Ecuador,2,1,FIFA World Cup qualification,Montevideo,Uruguay,False,Uruguay
2016-11-10,Venezuela,Bolivia,5,0,FIFA World Cup qualification,MaturÃ­n,Venezuela,False,Venezuela
2016-11-11,Czech Republic,Norway,2,1,FIFA World Cup qualification,Prague,Czech Republic,False,Czech Republic
2016-11-11,Denmark,Kazakhstan,4,1,FIFA World Cup qualification,Copenhagen,Denmark,False,Denmark
2016-11-11,England,Scotland,3,0,FIFA World Cup qualification,London,England,False,England
2016-11-11,France,Sweden,2,1,FIFA World Cup qualification,Saint-Denis,France,False,France
2016-11-11,Honduras,Panama,0,1,FIFA World Cup qualification,San Pedro Sula,Honduras,False,Panama
2016-11-11,Japan,Oman,4,0,Kirin Challenge Cup,Kashima,Japan,False,Japan
2016-11-11,South Korea,Canada,2,0,Friendly,Cheonan,South Korea,False,South Korea
2016-11-11,Libya,Tunisia,0,1,FIFA World Cup qualification,Algiers,Algeria,True,Tunisia
2016-11-11,Romania,Poland,0,3,FIFA World Cup qualification,Bucharest,Romania,False,Poland
2016-11-11,San Marino,Germany,0,8,FIFA World Cup qualification,Serravalle,San Marino,False,Germany
2016-11-11,Slovakia,Lithuania,4,0,FIFA World Cup qualification,Trnava,Slovakia,False,Slovakia
2016-11-11,Trinidad and Tobago,Costa Rica,0,2,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,False,Costa Rica
2016-11-11,United States,Mexico,1,2,FIFA World Cup qualification,Columbus,United States,False,Mexico
2016-11-12,Austria,Republic of Ireland,0,1,FIFA World Cup qualification,Vienna,Austria,False,Republic of Ireland
2016-11-12,Cameroon,Zambia,1,1,FIFA World Cup qualification,LimbÃ©,Cameroon,False,TIE
2016-11-12,Croatia,Iceland,2,0,FIFA World Cup qualification,Zagreb,Croatia,False,Croatia
2016-11-12,Liechtenstein,Italy,0,4,FIFA World Cup qualification,Vaduz,Liechtenstein,False,Italy
2016-11-12,Mali,Gabon,0,0,FIFA World Cup qualification,Bamako,Mali,False,TIE
2016-11-12,Morocco,Ivory Coast,0,0,FIFA World Cup qualification,Marrakech,Morocco,False,TIE
2016-11-12,Nigeria,Algeria,3,1,FIFA World Cup qualification,Uyo,Nigeria,False,Nigeria
2016-11-12,Spain,North Macedonia,4,0,FIFA World Cup qualification,Granada,Spain,False,Spain
2016-11-12,Ukraine,Finland,1,0,FIFA World Cup qualification,Odessa,Ukraine,False,Ukraine
2016-11-12,Wales,Serbia,1,1,FIFA World Cup qualification,Cardiff,Wales,False,TIE
2016-11-13,Belgium,Estonia,8,1,FIFA World Cup qualification,Brussels,Belgium,False,Belgium
2016-11-13,Egypt,Ghana,2,0,FIFA World Cup qualification,Alexandria,Egypt,False,Egypt
2016-11-13,Hungary,Andorra,4,0,FIFA World Cup qualification,Budapest,Hungary,False,Hungary
2016-11-13,Luxembourg,Netherlands,1,3,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Netherlands
2016-11-13,Portugal,Latvia,4,1,FIFA World Cup qualification,Faro,Portugal,False,Portugal
2016-11-13,Switzerland,Faroe Islands,2,0,FIFA World Cup qualification,Lucerne,Switzerland,False,Switzerland
2016-11-14,Poland,Slovenia,1,1,Friendly,WrocÅaw,Poland,False,TIE
2016-11-15,Argentina,Colombia,3,0,FIFA World Cup qualification,San Juan,Argentina,False,Argentina
2016-11-15,Austria,Slovakia,0,0,Friendly,Vienna,Austria,False,TIE
2016-11-15,Chile,Uruguay,3,1,FIFA World Cup qualification,Santiago,Chile,False,Chile
2016-11-15,Costa Rica,United States,4,0,FIFA World Cup qualification,San JosÃ©,Costa Rica,False,Costa Rica
2016-11-15,Czech Republic,Denmark,1,1,Friendly,MladÃ¡ Boleslav,Czech Republic,False,TIE
2016-11-15,Ecuador,Venezuela,3,0,FIFA World Cup qualification,Quito,Ecuador,False,Ecuador
2016-11-15,England,Spain,2,2,Friendly,London,England,False,TIE
2016-11-15,France,Ivory Coast,0,0,Friendly,Lens,France,False,TIE
2016-11-15,Italy,Germany,0,0,Friendly,Milan,Italy,False,TIE
2016-11-15,Japan,Saudi Arabia,2,1,FIFA World Cup qualification,Saitama,Japan,False,Japan
2016-11-15,Morocco,Togo,2,1,Friendly,Marrakech,Morocco,False,Morocco
2016-11-15,Northern Ireland,Croatia,0,3,Friendly,Belfast,Northern Ireland,False,Croatia
2016-11-15,Panama,Mexico,0,0,FIFA World Cup qualification,Panama City,Panama,False,TIE
2016-11-15,Peru,Brazil,0,2,FIFA World Cup qualification,Lima,Peru,False,Brazil
2016-11-15,Russia,Romania,1,0,Friendly,Groznyy,Russia,False,Russia
2016-11-15,Thailand,Australia,2,2,FIFA World Cup qualification,Bangkok,Thailand,False,TIE
2016-11-15,Tunisia,Mauritania,0,0,Friendly,GabÃ¨s,Tunisia,False,TIE
2016-11-15,Ukraine,Serbia,2,0,Friendly,Kharkiv,Ukraine,False,Ukraine
2016-12-28,Catalonia,Tunisia,3,3,Friendly,Girona,Spain,False,TIE
2016-12-30,Basque Country,Tunisia,3,1,Friendly,Bilbao,Spain,False,Basque Country
2017-01-04,Tunisia,Uganda,2,0,Friendly,Tunis,Tunisia,False,Tunisia
2017-01-05,Cameroon,DR Congo,2,0,Friendly,YaoundÃ©,Cameroon,False,Cameroon
2017-01-07,Algeria,Mauritania,3,1,Friendly,Blida,Algeria,False,Algeria
2017-01-07,Burkina Faso,Mali,2,1,Friendly,Marrakech,Morocco,True,Burkina Faso
2017-01-08,Egypt,Tunisia,1,0,Friendly,Cairo,Egypt,False,Egypt
2017-01-08,Ivory Coast,Sweden,2,1,Friendly,Abu Dhabi,United Arab Emirates,True,Ivory Coast
2017-01-08,Libya,Senegal,1,2,Friendly,Brazzaville,Congo,True,Senegal
2017-01-09,Morocco,Finland,0,1,Friendly,Al Ain,United Arab Emirates,True,Finland
2017-01-10,Algeria,Mauritania,6,0,Friendly,Sidi Moussa,Algeria,False,Algeria
2017-01-10,Cameroon,Zimbabwe,1,1,Friendly,YaoundÃ©,Cameroon,False,TIE
2017-01-11,Chile,Croatia,1,1,Friendly,Nanning,China PR,True,Chile
2017-01-11,Congo,Senegal,0,2,Friendly,Brazzaville,Congo,False,Senegal
